4625007031;8578
4625007032;13293
4625007036;7384
4625007037;6859
4625007039;11307
4625007040;10307
4625007041;10215
4625007042;10724
4625008001;8723
4625008002;12902
4625008003;13091
4625008004;11133
4625008005;12737
4625008006;15058
4625008007;13547
4625008008;11279
4625008009;12658
4625008010;10004
4625008012;10248
4625008013;12560
4625008014;12196
4625008015;10860
4625008016;10691
4625008017;9661
4625008018;12037
4625008019;11765
4625008020;10670
4625008021;8855
4625008022;11450
4625008023;9511
4625008024;11896
4625008025;9543
4625008026;11214
4625008027;11101
4625008028;11770
4625008029;11742
4625008030;11505
4625008031;11038
4625008032;9691
4625008033;13521
4625008034;10185
4625008035;9743
4625008036;11990
4625008037;12075
4625008038;12881
4625008039;8628
4625008040;11818
4625008041;11429
4625008042;11955
4625009001;13032
4625009002;13557
4625009003;11704
4625009004;10175
4625009005;9493
4625009007;9082
4625009008;9603
4625009009;10688
4625009010;10978
4625009012;9047
4625009013;8425
4625009015;10641
4625009016;9778
4625009017;9608
4625009018;9033
4625009019;9198
4625009020;10125
4625009021;10544
4625009022;9642
4625009023;10744
4625009024;10768
4625009025;10895
4625009026;8320
4625009028;11556
4625009029;10285
4625009030;9242
4625009031;10945
4625009032;8359
4625009033;8206
4625009034;8093
4625009035;9674
4625009036;10364
4625009037;7706
4625009038;10227
4625009039;8939
4625009040;10594
4625009041;12223
4625009042;10398
4625010001;15355
4625010002;10786
4625010003;9083
4625010004;10016
4625010005;12054
4625010006;8838
4625010007;9256
4625010008;8882
4625010009;8481
4625010010;12029
4625010011;11880
4625010012;10484
4625010013;9025
4625010014;9966
4625010015;9177
4625010016;9706
4625010017;8838
4625010018;10362
4625010019;9165
4625010021;7756
4625010022;11142
4625010023;12557
4625010024;9768
4625010025;10948
4625010026;10874
4625010027;11674
4625010028;10093
4625010029;9127
4625010030;8143
4625010031;8373
4625010032;9723
4625010033;6666
4625010034;6381
4625010035;7363
4625010036;6023
4625010037;7525
4625010039;9942
4625010040;16809
4625010041;8443
4625010043;10895
4625010044;10242
4625010045;13902
4625010046;12626
4625010047;11193
4625010048;10292
4625010049;9562
4625010050;10574
4625010051;10148
4625010052;15028
4625010053;14152
4625010054;11122
4625011001;7771
4625011002;7454
4625011004;11378
4625011005;10277
4625011006;12753
4625011008;10237
4625011009;11630
4625011010;8323
4625011011;11071
4625011012;11827
4625011013;8264
4625011015;12648
4625011017;8487
4625011018;9882
4625011019;10024
4625011021;8891
4625011022;8388
4625011024;7121
4625011026;8585
4625011027;9123
4625011028;10037
4625011029;9789
4625011030;9275
4625011031;9910
4625011032;6745
4625011033;10937
4625011034;10921
4625011035;10172
4625011036;7559
4625011037;8530
4625011038;11323
4625011039;9194
4625011040;13305
4625011041;11289
4625011042;5803
4625011044;7415
4625011045;7512
4625011046;8329
4625011047;7946
4625011048;7406
4625011050;9518
4625011051;12351
4625011052;13353
4625011053;9816
4625011054;10531
4625011055;10611
4625012001;9076
4625012002;10576
4625012003;9456
4625012006;8743
4625012008;11549
4625012009;7540
4625012010;9301
4625012011;8469
4625012012;9354
4625012013;10484
4625012014;9389
4625012015;7871
4625012016;11717
4625012018;11443
4625012019;11431
4625012020;12370
4625012021;11000
4625012023;10709
4625012024;11934
4625012025;10567
4625012026;8108
4625012027;6225
4625012028;9948
4625012029;8305
4625012030;9982
4625012031;9237
4625012032;7939
4625012033;10471
4625012034;10351
4625012035;10102
4625012036;10112
4625012037;19224
4625012038;12220
4625012039;11238
4625012040;12102
4625012041;19000
4625012042;17838
4625012043;10991
4625012044;14491
4625012045;18111
4625012046;17729
4625012047;11505
4625013001;11423
4625013002;11953
4625013003;11276
4625013004;9209
4625013005;12010
4625013007;10246
4625013008;12314
4625013009;9147
4625013010;14479
4625013011;14054
4625013012;14496
4625013013;16717
4625013014;15391
4625013015;13653
4625013016;6843
4625013017;10786
4625013019;11221
4625013020;12801
4625013021;15710
4625013022;15404
4625013023;16804
4625013024;14866
4625013025;16169
4625013026;16069
4625013027;16314
4625013028;14840
4625013029;12452
4625013030;11437
4625014001;17792
4625014002;14540
4625014003;10081
4625014004;12232
4625014005;10602
4625014006;8413
4625014007;9142
4625014008;10834
4625014009;10802
4625014010;10501
4625014012;10314
4625014013;9682
4625014014;12824
4625014015;12436
4625014016;9591
4625014018;11295
4625014019;11926
4625014020;14272
4625014021;21472
4625014022;10912
4625014023;13768
4625014024;15702
4625015001;6159
4625015002;10537
4625015003;9338
4625015004;9712
4625015005;6650
4625015006;7347
4625015007;5951
4625015008;5016
4625015010;6616
4625015011;6556
4625015012;8756
4625015013;8877
4625015014;8420
4625015015;8188
4625015016;8474
4625015017;7320
4625015018;9045
4625015019;8029
4625015020;7487
4625015021;8649
4625015022;7892
4625015023;9411
4625015024;10582
4625015025;7525
4625015026;7547
4625015027;8645
4625015028;10173
4625015029;12344
4625015030;10796
4625015031;9869
4625015032;8812
4625015033;12836
4625015034;14896
4625015035;17165
4625015036;7866
4625015037;13908
4625015038;15797
4625015039;7956
4625015040;13356
4625016001;8894
4625016002;9098
4625016003;8557
4625016004;6965
4625016005;8528
4625016006;8781
4625016008;7534
4625016009;6500
4625016010;9402
4625016011;8598
4625016012;7589
4625016013;7819
4625016014;9283
4625016015;9287
4625016016;10240
4625016017;10187
4625016018;8681
4625016019;11120
4625016020;7551
4625016021;7621
4625016022;7387
4625016023;7251
4625016024;10069
4625016025;8729
4625016026;8344
4625016027;10875
4625016028;14627
4625016029;13395
4625016030;13414
4625016031;21078
4625016032;12007
4625017001;10080
4625017002;9889
4625017003;10627
4625017006;15831
4625017007;9800
4625018001;8904
4625018002;8382
4625018003;8972
4625018004;11760
4625018005;8488
4625018006;7183
4625018007;9304
4625018008;8046
4625018009;9079
4625018010;8203
4625019001;8972
4625019002;8367
4625019003;9626
4625019004;9877
4625019005;10108
4625019006;10205
4625019007;10966
4625019008;13951
4625019009;10542
4625019011;6998
4625019012;8931
4625019013;9306
4625019014;8591
4625019015;9883
4625019016;13971
